fiducial,inversion_name,X,Y,DEPTH,ELEVATION,DEM,Type,BoundaryNm,SURVEY_LINE,Operator,point_index,polyline,colour,Marker,MarkerSize
5046.399902,galei,829954,7161403,146,336,481.8,Top_Grimes,Top_Grimes_Siltstone,3046002,User,99,1,#0EFE03,triangle-down-dot,12
5026.799805,galei,831203,7161359,134,336,469.6,Top_Grimes,Top_Grimes_Siltstone,3046002,User,124,1,#0EFE03,triangle-down-dot,12
5008.600098,galei,832352,7161323,130,336,465.9,Top_Grimes,Top_Grimes_Siltstone,3046002,User,147,1,#0EFE03,triangle-down-dot,12
4995.200195,galei,833201,7161278,125,336,461.4,Top_Grimes,Top_Grimes_Siltstone,3046002,User,164,1,#0EFE03,triangle-down-dot,12
4980.799805,galei,834100,7161244,129,330,459.3,Top_Grimes,Top_Grimes_Siltstone,3046002,User,182,1,#0EFE03,triangle-down-dot,12
4966.799805,galei,834999,7161208,57,402,458.7,Top_Grimes,Top_Grimes_Siltstone,3046002,User,200,1,#0EFE03,triangle-down-dot,12
4943.799805,galei,836498,7161155,55,402,457.3,Top_Grimes,Top_Grimes_Siltstone,3046002,User,230,1,#0EFE03,triangle-down-dot,12
4922.200195,galei,837897,7161113,42,414,455.9,Top_Grimes,Top_Grimes_Siltstone,3046002,User,258,1,#0EFE03,triangle-down-dot,12
4896.399902,galei,839542,7160988,42,414,456.5,Top_Grimes,Top_Grimes_Siltstone,3046002,User,291,1,#0EFE03,triangle-down-dot,12
4871.600098,galei,841139,7160892,52,408,459.8,Top_Grimes,Top_Grimes_Siltstone,3046002,User,323,1,#0EFE03,triangle-down-dot,12
4853.600098,galei,842284,7160790,47,414,460.8,Top_Grimes,Top_Grimes_Siltstone,3046002,User,346,1,#0EFE03,triangle-down-dot,12
4838.600098,galei,843232,7160731,56,408,464.4,Top_Grimes,Top_Grimes_Siltstone,3046002,User,365,1,#0EFE03,triangle-down-dot,12
7251.399902,galei,820411,7313418,275,115,390.1,Top_Grimes,Top_Grimes_Siltstone,3053001,User,8,1,#0EFE03,triangle-down-dot,12
7312.200195,galei,824808,7313404,279,85,363.6,Top_Grimes,Top_Grimes_Siltstone,3053001,User,96,1,#0EFE03,triangle-down-dot,12
7335.600098,galei,826407,7313349,272,85,357.3,Top_Grimes,Top_Grimes_Siltstone,3053001,User,128,1,#0EFE03,triangle-down-dot,12
7359.399902,galei,828006,7313303,237,121,357.6,Top_Grimes,Top_Grimes_Siltstone,3053001,User,160,1,#0EFE03,triangle-down-dot,12
7373.200195,galei,828904,7313256,231,115,345.7,Top_Grimes,Top_Grimes_Siltstone,3053001,User,178,1,#0EFE03,triangle-down-dot,12
7393,galei,830153,7313218,222,127,349,Top_Grimes,Top_Grimes_Siltstone,3053001,User,203,1,#0EFE03,triangle-down-dot,12
7410.200195,galei,831251,7313146,201,145,345.7,Top_Grimes,Top_Grimes_Siltstone,3053001,User,225,1,#0EFE03,triangle-down-dot,12
7429.399902,galei,832500,7313124,186,163,349.3,Top_Grimes,Top_Grimes_Siltstone,3053001,User,250,1,#0EFE03,triangle-down-dot,12
7440.200195,galei,833200,7313114,181,169,350.2,Top_Grimes,Top_Grimes_Siltstone,3053001,User,264,1,#0EFE03,triangle-down-dot,12
7468.200195,galei,835047,7313043,179,169,347.7,Top_Grimes,Top_Grimes_Siltstone,3053001,User,301,1,#0EFE03,triangle-down-dot,12
7488.600098,galei,836396,7313098,185,169,354.3,Top_Grimes,Top_Grimes_Siltstone,3053001,User,328,1,#0EFE03,triangle-down-dot,12
7519.200195,galei,838391,7312976,193,169,361.5,Top_Grimes,Top_Grimes_Siltstone,3053001,User,368,1,#0EFE03,triangle-down-dot,12
10157.2002,galei,938551,7099640,137,364.6,502,Top_Grimes,Top_Grimes_Siltstone,4043001,User,131,1,#0EFE03,triangle-down-dot,12
10162.59961,galei,938850,7099634,139,364.6,503.3,Top_Grimes,Top_Grimes_Siltstone,4043001,User,137,1,#0EFE03,triangle-down-dot,12
10166,galei,939050,7099628,127,376.6,503.6,Top_Grimes,Top_Grimes_Siltstone,4043001,User,141,1,#0EFE03,triangle-down-dot,12
10172.2002,galei,939400,7099617,116,388.6,504.2,Top_Grimes,Top_Grimes_Siltstone,4043001,User,148,1,#0EFE03,triangle-down-dot,12
10177.40039,galei,939700,7099602,112,394.6,506.7,Top_Grimes,Top_Grimes_Siltstone,4043001,User,154,1,#0EFE03,triangle-down-dot,12
10181.7998,galei,939949,7099590,109,400.6,509.6,Top_Grimes,Top_Grimes_Siltstone,4043001,User,159,1,#0EFE03,triangle-down-dot,12
11002.7998,galei,576204,7001053,42,64.3,106.2,TOP_Prestia,Top_Prestia_Sandstone,1018001,User,24,1,#B884FE,triangle-up-dot,12
10971.7998,galei,578203,7001040,46,52.3,98.8,TOP_Prestia,Top_Prestia_Sandstone,1018001,User,64,1,#B884FE,triangle-up-dot,12
10935.40039,galei,580603,7001048,42,52.3,94.3,TOP_Prestia,Top_Prestia_Sandstone,1018001,User,112,1,#B884FE,triangle-up-dot,12
10905,galei,582651,7000974,48,46.3,94.7,TOP_Prestia,Top_Prestia_Sandstone,1018001,User,153,1,#B884FE,triangle-up-dot,12
10889.59961,galei,583701,7000974,55,52.3,107.2,TOP_Prestia,Top_Prestia_Sandstone,1018001,User,174,1,#B884FE,triangle-up-dot,12
10865,galei,585300,7001005,71,64.3,135,TOP_Prestia,Top_Prestia_Sandstone,1018001,User,206,1,#B884FE,triangle-up-dot,12
10843.2002,galei,586650,7001015,45,58.3,103,TOP_Prestia,Top_Prestia_Sandstone,1018001,User,233,1,#B884FE,triangle-up-dot,12
10834.2002,galei,587200,7001026,63,40.3,103.2,TOP_Prestia,Top_Prestia_Sandstone,1018001,User,244,1,#B884FE,triangle-up-dot,12
10815.59961,galei,588349,7001018,65,28.3,93.6,TOP_Prestia,Top_Prestia_Sandstone,1018001,User,267,1,#B884FE,triangle-up-dot,12
10783.40039,galei,590399,7000994,49,28.3,77.2,TOP_Prestia,Top_Prestia_Sandstone,1018001,User,308,1,#B884FE,triangle-up-dot,12
10760,galei,591898,7000968,49,28.3,77.1,TOP_Prestia,Top_Prestia_Sandstone,1018001,User,338,1,#B884FE,triangle-up-dot,12
11572.2002,galei,461148,6961289,71,-29.6,41.4,TOP_Prestia,Top_Prestia_Sandstone,1020001,User,23,1,#B884FE,triangle-up-dot,12
11545.40039,galei,462997,6961306,65,-17.6,47.6,TOP_Prestia,Top_Prestia_Sandstone,1020001,User,60,1,#B884FE,triangle-up-dot,12
11535,galei,463697,6961299,68,-17.6,50.9,TOP_Prestia,Top_Prestia_Sandstone,1020001,User,74,1,#B884FE,triangle-up-dot,12
11522,galei,464597,6961304,60,-5.6,54.7,TOP_Prestia,Top_Prestia_Sandstone,1020001,User,92,1,#B884FE,triangle-up-dot,12
11508.2002,galei,465546,6961291,41,18.4,59.8,TOP_Prestia,Top_Prestia_Sandstone,1020001,User,111,1,#B884FE,triangle-up-dot,12
11501,galei,466046,6961289,35,24.4,59.9,TOP_Prestia,Top_Prestia_Sandstone,1020001,User,121,1,#B884FE,triangle-up-dot,12
11489,galei,466896,6961298,4,60.4,64.4,TOP_Prestia,Top_Prestia_Sandstone,1020001,User,138,1,#B884FE,triangle-up-dot,12
11446,galei,469846,6961312,0,108.4,108.9,TOP_Prestia,Top_Prestia_Sandstone,1020001,User,197,1,#B884FE,triangle-up-dot,12
10578.40039,galei,518153,6921032,74,77.8,152.2,TOP_Prestia,Top_Prestia_Sandstone,1022002,User,3,1,#B884FE,triangle-up-dot,12
10539.40039,galei,520752,6921066,37,107.8,144.8,TOP_Prestia,Top_Prestia_Sandstone,1022002,User,55,1,#B884FE,triangle-up-dot,12
10531.59961,galei,521252,6921057,71,101.8,172.4,TOP_Prestia,Top_Prestia_Sandstone,1022002,User,65,1,#B884FE,triangle-up-dot,12
10510.40039,galei,522601,6921043,59,89.8,148.8,TOP_Prestia,Top_Prestia_Sandstone,1022002,User,92,1,#B884FE,triangle-up-dot,12
10481.59961,galei,524400,6921058,70,101.8,171.8,TOP_Prestia,Top_Prestia_Sandstone,1022002,User,128,1,#B884FE,triangle-up-dot,12
10459,galei,525749,6921056,48,95.8,143.5,TOP_Prestia,Top_Prestia_Sandstone,1022002,User,155,1,#B884FE,triangle-up-dot,12
10425,galei,527949,6921044,52,77.8,129.7,TOP_Prestia,Top_Prestia_Sandstone,1022002,User,199,1,#B884FE,triangle-up-dot,12
10398.7998,galei,529648,6921043,49,71.8,121.1,TOP_Prestia,Top_Prestia_Sandstone,1022002,User,233,1,#B884FE,triangle-up-dot,12
10350.2002,galei,532797,6921043,48,53.8,101.5,TOP_Prestia,Top_Prestia_Sandstone,1022002,User,296,1,#B884FE,triangle-up-dot,12
10332.7998,galei,533897,6921021,51,65.8,117.3,TOP_Prestia,Top_Prestia_Sandstone,1022002,User,318,1,#B884FE,triangle-up-dot,12
10322,galei,534596,6921001,55,59.8,114.3,TOP_Prestia,Top_Prestia_Sandstone,1022002,User,332,1,#B884FE,triangle-up-dot,12
10316.59961,galei,534946,6920992,51,59.8,111.1,TOP_Prestia,Top_Prestia_Sandstone,1022002,User,339,1,#B884FE,triangle-up-dot,12
10289.7998,galei,536695,6921024,61,53.8,114.3,TOP_Prestia,Top_Prestia_Sandstone,1022002,User,374,1,#B884FE,triangle-up-dot,12
7145.600098,galei,631389,6844467,60,351.3,411,TOP_Prestia,Top_Prestia_Sandstone,1030002,User,28,1,#B884FE,triangle-up-dot,12
7120.200195,galei,633086,6844373,69,345.3,414.8,TOP_Prestia,Top_Prestia_Sandstone,1030002,User,62,1,#B884FE,triangle-up-dot,12
7097.799805,galei,634584,6844297,74,339.3,413.7,TOP_Prestia,Top_Prestia_Sandstone,1030002,User,92,1,#B884FE,triangle-up-dot,12
7080.799805,galei,635732,6844234,82,333.3,415.1,TOP_Prestia,Top_Prestia_Sandstone,1030002,User,115,1,#B884FE,triangle-up-dot,12
7035,galei,638676,6844069,79,333.3,412.2,TOP_Prestia,Top_Prestia_Sandstone,1030002,User,174,1,#B884FE,triangle-up-dot,12
7018.399902,galei,639774,6844008,66,345.3,411.6,TOP_Prestia,Top_Prestia_Sandstone,1030002,User,196,1,#B884FE,triangle-up-dot,12
6998.200195,galei,641122,6843938,66,345.3,411.8,TOP_Prestia,Top_Prestia_Sandstone,1030002,User,223,1,#B884FE,triangle-up-dot,12
6987.200195,galei,641871,6843894,73,339.3,412.6,TOP_Prestia,Top_Prestia_Sandstone,1030002,User,238,1,#B884FE,triangle-up-dot,12
6971.200195,galei,642969,6843837,59,351.3,410,TOP_Prestia,Top_Prestia_Sandstone,1030002,User,260,1,#B884FE,triangle-up-dot,12
6947.600098,galei,644567,6843748,70,345.3,415.1,TOP_Prestia,Top_Prestia_Sandstone,1030002,User,292,1,#B884FE,triangle-up-dot,12
6905.600098,galei,647412,6843595,72,339.3,410.8,TOP_Prestia,Top_Prestia_Sandstone,1030002,User,349,1,#B884FE,triangle-up-dot,12
6870.399902,galei,649758,6843470,51,357.3,408.1,TOP_Prestia,Top_Prestia_Sandstone,1030002,User,396,1,#B884FE,triangle-up-dot,12
6833.799805,galei,652154,6843345,58,345.3,403.3,TOP_Prestia,Top_Prestia_Sandstone,1030002,User,444,1,#B884FE,triangle-up-dot,12
6798.200195,galei,654600,6843210,47,357.3,404.7,TOP_Prestia,Top_Prestia_Sandstone,1030002,User,493,1,#B884FE,triangle-up-dot,12
7255.600098,galei,378061,6041729,52,-36,15.6,TOP_Prestia,Top_Prestia_Sandstone,1066001,User,11,1,#B884FE,triangle-up-dot,12
7247.200195,galei,378610,6041705,58,-42,16.2,TOP_Prestia,Top_Prestia_Sandstone,1066001,User,22,1,#B884FE,triangle-up-dot,12
7241.600098,galei,378960,6041702,47,-30,16.7,TOP_Prestia,Top_Prestia_Sandstone,1066001,User,29,1,#B884FE,triangle-up-dot,12
7233.200195,galei,379510,6041716,61,-42,19.3,TOP_Prestia,Top_Prestia_Sandstone,1066001,User,40,1,#B884FE,triangle-up-dot,12
7227.200195,galei,379909,6041732,59,-42,17.1,TOP_Prestia,Top_Prestia_Sandstone,1066001,User,48,1,#B884FE,triangle-up-dot,12
7221.399902,galei,380309,6041740,53,-30,22.8,TOP_Prestia,Top_Prestia_Sandstone,1066001,User,56,1,#B884FE,triangle-up-dot,12
7215.399902,galei,380709,6041739,71,-24,47.4,TOP_Prestia,Top_Prestia_Sandstone,1066001,User,64,1,#B884FE,triangle-up-dot,12
7204.399902,galei,381409,6041723,54,6,60.3,TOP_Prestia,Top_Prestia_Sandstone,1066001,User,78,1,#B884FE,triangle-up-dot,12
7186.799805,galei,382509,6041730,51,36,87.5,TOP_Prestia,Top_Prestia_Sandstone,1066001,User,100,1,#B884FE,triangle-up-dot,12
7113.600098,galei,387055,6041692,76,12,87.9,TOP_Prestia,Top_Prestia_Sandstone,1066001,User,191,1,#B884FE,triangle-up-dot,12
7098.200195,galei,388005,6041684,69,-18,51,TOP_Prestia,Top_Prestia_Sandstone,1066001,User,210,1,#B884FE,triangle-up-dot,12
7086.799805,galei,388754,6041722,61,-30,30.7,TOP_Prestia,Top_Prestia_Sandstone,1066001,User,225,1,#B884FE,triangle-up-dot,12
7074,galei,389552,6041766,69,-18,51.1,TOP_Prestia,Top_Prestia_Sandstone,1066001,User,241,1,#B884FE,triangle-up-dot,12
7055.600098,galei,390650,6041717,53,-18,34.6,TOP_Prestia,Top_Prestia_Sandstone,1066001,User,263,1,#B884FE,triangle-up-dot,12
3668.399902,galei,891895,7111752,78,414.8,492.4,TOP_Prestia,Top_Prestia_Sandstone,3044002,User,238,1,#B884FE,triangle-up-dot,12
3661.399902,galei,892345,7111742,85,414.8,500.1,TOP_Prestia,Top_Prestia_Sandstone,3044002,User,247,1,#B884FE,triangle-up-dot,12
7105.200195,galei,750211,7138907,104,318.7,423,TOP_Prestia,Top_Prestia_Sandstone,3045002,User,4,1,#B884FE,triangle-up-dot,12
7116,galei,750910,7138897,82,336.7,419.2,TOP_Prestia,Top_Prestia_Sandstone,3045002,User,18,1,#B884FE,triangle-up-dot,12
7120,galei,751160,7138896,78,342.7,420.4,TOP_Prestia,Top_Prestia_Sandstone,3045002,User,23,1,#B884FE,triangle-up-dot,12
7131.600098,galei,751910,7138876,101,312.7,413.7,TOP_Prestia,Top_Prestia_Sandstone,3045002,User,38,1,#B884FE,triangle-up-dot,12
7144.600098,galei,752758,7138823,107,300.7,407.5,TOP_Prestia,Top_Prestia_Sandstone,3045002,User,55,1,#B884FE,triangle-up-dot,12
7255.399902,galei,759947,7138484,66,336.7,402.6,TOP_Prestia,Top_Prestia_Sandstone,3045002,User,199,1,#B884FE,triangle-up-dot,12
7268.799805,galei,760796,7138485,65,336.7,402,TOP_Prestia,Top_Prestia_Sandstone,3045002,User,216,1,#B884FE,triangle-up-dot,12
7275,galei,761196,7138463,56,348.7,405,TOP_Prestia,Top_Prestia_Sandstone,3045002,User,224,1,#B884FE,triangle-up-dot,12
7289,galei,762093,7138404,63,342.7,405.3,TOP_Prestia,Top_Prestia_Sandstone,3045002,User,242,1,#B884FE,triangle-up-dot,12
7321.399902,galei,764191,7138381,63,348.7,411.8,TOP_Prestia,Top_Prestia_Sandstone,3045002,User,284,1,#B884FE,triangle-up-dot,12
5107.600098,galei,826057,7161545,38,444,482.3,TOP_Prestia,Top_Prestia_Sandstone,3046002,User,21,1,#B884FE,triangle-up-dot,12
5082.600098,galei,827606,7161480,35,444,478.6,TOP_Prestia,Top_Prestia_Sandstone,3046002,User,52,1,#B884FE,triangle-up-dot,12
5066.600098,galei,828655,7161450,42,438,480.3,TOP_Prestia,Top_Prestia_Sandstone,3046002,User,73,1,#B884FE,triangle-up-dot,12
5046.399902,galei,829954,7161403,44,438,481.8,TOP_Prestia,Top_Prestia_Sandstone,3046002,User,99,1,#B884FE,triangle-up-dot,12
5027.600098,galei,831153,7161361,32,438,469.8,TOP_Prestia,Top_Prestia_Sandstone,3046002,User,123,1,#B884FE,triangle-up-dot,12
5008.600098,galei,832352,7161323,34,432,465.9,TOP_Prestia,Top_Prestia_Sandstone,3046002,User,147,1,#B884FE,triangle-up-dot,12
4996,galei,833151,7161280,29,432,461.5,TOP_Prestia,Top_Prestia_Sandstone,3046002,User,163,1,#B884FE,triangle-up-dot,12
4980.799805,galei,834100,7161244,33,426,459.3,TOP_Prestia,Top_Prestia_Sandstone,3046002,User,182,1,#B884FE,triangle-up-dot,12
7250.799805,galei,820361,7313415,144,247,390.8,TOP_Prestia,Top_Prestia_Sandstone,3053001,User,7,1,#B884FE,triangle-up-dot,12
7257.799805,galei,820861,7313438,126,259,385.2,TOP_Prestia,Top_Prestia_Sandstone,3053001,User,17,1,#B884FE,triangle-up-dot,12
7277.200195,galei,822260,7313464,138,241,378.8,TOP_Prestia,Top_Prestia_Sandstone,3053001,User,45,1,#B884FE,triangle-up-dot,12
7313.799805,galei,824908,7313399,119,241,359.8,TOP_Prestia,Top_Prestia_Sandstone,3053001,User,98,1,#B884FE,triangle-up-dot,12
7330.399902,galei,826057,7313358,120,247,366.5,TOP_Prestia,Top_Prestia_Sandstone,3053001,User,121,1,#B884FE,triangle-up-dot,12
7343.799805,galei,826956,7313336,105,247,352,TOP_Prestia,Top_Prestia_Sandstone,3053001,User,139,1,#B884FE,triangle-up-dot,12
7358.600098,galei,827956,7313306,115,247,361.7,TOP_Prestia,Top_Prestia_Sandstone,3053001,User,159,1,#B884FE,triangle-up-dot,12
7373.200195,galei,828904,7313256,93,253,345.7,TOP_Prestia,Top_Prestia_Sandstone,3053001,User,178,1,#B884FE,triangle-up-dot,12
7392.200195,galei,830103,7313220,67,283,350.4,TOP_Prestia,Top_Prestia_Sandstone,3053001,User,202,1,#B884FE,triangle-up-dot,12
7406.200195,galei,831001,7313163,56,289,344.8,TOP_Prestia,Top_Prestia_Sandstone,3053001,User,220,1,#B884FE,triangle-up-dot,12
7428.799805,galei,832450,7313125,52,295,347.3,TOP_Prestia,Top_Prestia_Sandstone,3053001,User,249,1,#B884FE,triangle-up-dot,12
7441,galei,833250,7313113,64,289,353.4,TOP_Prestia,Top_Prestia_Sandstone,3053001,User,265,1,#B884FE,triangle-up-dot,12
7469,galei,835097,7313044,65,283,347.8,TOP_Prestia,Top_Prestia_Sandstone,3053001,User,302,1,#B884FE,triangle-up-dot,12
7488.600098,galei,836396,7313098,65,289,354.3,TOP_Prestia,Top_Prestia_Sandstone,3053001,User,328,1,#B884FE,triangle-up-dot,12
7518.600098,galei,838341,7312977,61,301,361.5,TOP_Prestia,Top_Prestia_Sandstone,3053001,User,367,1,#B884FE,triangle-up-dot,12
10155.59961,galei,938451,7099640,59,442.6,501.3,TOP_Prestia,Top_Prestia_Sandstone,4043001,User,129,1,#B884FE,triangle-up-dot,12
10159.7998,galei,938701,7099638,54,448.6,502.6,TOP_Prestia,Top_Prestia_Sandstone,4043001,User,134,1,#B884FE,triangle-up-dot,12
10165.2002,galei,939000,7099630,55,448.6,503.6,TOP_Prestia,Top_Prestia_Sandstone,4043001,User,140,1,#B884FE,triangle-up-dot,12
10168.59961,galei,939200,7099622,49,454.6,503.5,TOP_Prestia,Top_Prestia_Sandstone,4043001,User,144,1,#B884FE,triangle-up-dot,12
10173,galei,939450,7099615,50,454.6,504.6,TOP_Prestia,Top_Prestia_Sandstone,4043001,User,149,1,#B884FE,triangle-up-dot,12
10177.40039,galei,939700,7099602,46,460.6,506.7,TOP_Prestia,Top_Prestia_Sandstone,4043001,User,154,1,#B884FE,triangle-up-dot,12
10181.7998,galei,939949,7099590,55,454.6,509.6,TOP_Prestia,Top_Prestia_Sandstone,4043001,User,159,1,#B884FE,triangle-up-dot,12
5600,galei,337007,6963752,38,424.7,462.3,TOP_Riewoldt,Top_Riewoldt_Granite,2036001,User,140,1,#BDDBF1,x,12
5594.799805,galei,337357,6963748,43,418.7,462.1,TOP_Riewoldt,Top_Riewoldt_Granite,2036001,User,147,1,#BDDBF1,x,12
5588,galei,337807,6963753,62,400.7,462.6,TOP_Riewoldt,Top_Riewoldt_Granite,2036001,User,156,1,#BDDBF1,x,12
5582.600098,galei,338157,6963760,79,382.7,462.2,TOP_Riewoldt,Top_Riewoldt_Granite,2036001,User,163,1,#BDDBF1,x,12
5579.600098,galei,338356,6963765,109,352.7,462.1,TOP_Riewoldt,Top_Riewoldt_Granite,2036001,User,167,1,#BDDBF1,x,12
5577.399902,galei,338506,6963766,115,346.7,462.2,TOP_Riewoldt,Top_Riewoldt_Granite,2036001,User,170,1,#BDDBF1,x,12
5573.799805,galei,338756,6963768,98,364.7,462.4,TOP_Riewoldt,Top_Riewoldt_Granite,2036001,User,175,1,#BDDBF1,x,12
5570,galei,339006,6963773,92,370.7,462.6,TOP_Riewoldt,Top_Riewoldt_Granite,2036001,User,180,1,#BDDBF1,x,12
5560.600098,galei,339656,6963788,141,322.7,463.9,TOP_Riewoldt,Top_Riewoldt_Granite,2036001,User,193,1,#BDDBF1,x,12
5556.200195,galei,339956,6963786,196,268.7,464.7,TOP_Riewoldt,Top_Riewoldt_Granite,2036001,User,199,1,#BDDBF1,x,12
5551.799805,galei,340256,6963781,161,304.7,465.5,TOP_Riewoldt,Top_Riewoldt_Granite,2036001,User,205,1,#BDDBF1,x,12
5548.799805,galei,340456,6963783,113,352.7,466.1,TOP_Riewoldt,Top_Riewoldt_Granite,2036001,User,209,1,#BDDBF1,x,12
5545.200195,galei,340706,6963791,78,388.7,466.9,TOP_Riewoldt,Top_Riewoldt_Granite,2036001,User,214,1,#BDDBF1,x,12
5542.399902,galei,340906,6963797,67,400.7,467.6,TOP_Riewoldt,Top_Riewoldt_Granite,2036001,User,218,1,#BDDBF1,x,12
5540.399902,galei,341056,6963801,49,418.7,468.1,TOP_Riewoldt,Top_Riewoldt_Granite,2036001,User,221,1,#BDDBF1,x,12
3699.600098,galei,889896,7111794,67,432.8,499.5,TOP_Riewoldt,Top_Riewoldt_Granite,3044002,User,198,1,#BDDBF1,x,12
3690.399902,galei,890496,7111792,58,432.8,490.7,TOP_Riewoldt,Top_Riewoldt_Granite,3044002,User,210,1,#BDDBF1,x,12
3687.399902,galei,890696,7111788,47,444.8,491.4,TOP_Riewoldt,Top_Riewoldt_Granite,3044002,User,214,1,#BDDBF1,x,12
3681.199951,galei,891096,7111779,70,420.8,491.2,TOP_Riewoldt,Top_Riewoldt_Granite,3044002,User,222,1,#BDDBF1,x,12
3674.800049,galei,891496,7111764,107,384.8,492.1,TOP_Riewoldt,Top_Riewoldt_Granite,3044002,User,230,1,#BDDBF1,x,12
3665.199951,galei,892095,7111746,149,342.8,491.7,TOP_Riewoldt,Top_Riewoldt_Granite,3044002,User,242,1,#BDDBF1,x,12
3655,galei,892745,7111737,100,390.8,491.3,TOP_Riewoldt,Top_Riewoldt_Granite,3044002,User,255,1,#BDDBF1,x,12
3651.199951,galei,892995,7111731,46,444.8,490.5,TOP_Riewoldt,Top_Riewoldt_Granite,3044002,User,260,1,#BDDBF1,x,12
10147.7998,galei,938001,7099642,70,430.6,500.2,TOP_Riewoldt,Top_Riewoldt_Granite,4043001,User,120,1,#BDDBF1,x,12
10153.7998,galei,938351,7099640,208,292.6,500.7,TOP_Riewoldt,Top_Riewoldt_Granite,4043001,User,127,1,#BDDBF1,x,12
10159.7998,galei,938701,7099638,294,208.6,502.6,TOP_Riewoldt,Top_Riewoldt_Granite,4043001,User,134,1,#BDDBF1,x,12
10166,galei,939050,7099628,319,184.6,503.6,TOP_Riewoldt,Top_Riewoldt_Granite,4043001,User,141,1,#BDDBF1,x,12
10173,galei,939450,7099615,308,196.6,504.6,TOP_Riewoldt,Top_Riewoldt_Granite,4043001,User,149,1,#BDDBF1,x,12
10177.40039,galei,939700,7099602,250,256.6,506.7,TOP_Riewoldt,Top_Riewoldt_Granite,4043001,User,154,1,#BDDBF1,x,12
10181.7998,galei,939949,7099590,175,334.6,509.6,TOP_Riewoldt,Top_Riewoldt_Granite,4043001,User,159,1,#BDDBF1,x,12
10197.2002,galei,940798,7099550,6,514.6,520.7,TOP_Riewoldt,Top_Riewoldt_Granite,4043001,User,176,1,#BDDBF1,x,12
